UID,Year,Type,l_urban,l_agri,l_urd,l_rd,l_glf,c_urban,c_agri,c_urd,c_rd,c_glf,wast,dam,damdist,fn,b_urban,b_agri,b_urd,b_rd,b_glf,l_over,l_swi,l_dd,l_rock,l_wtr,l_dec,l_con,l_bog,l_grg,l_da,c_over,c_swi,c_dd,c_rock,c_wtr,c_dec,c_con,c_bog,c_slp,c_da,strahl,11Strp,AH,GBF,b_over,b_swi,b_dd,b_rock,b_wtr,b_dec,b_con,b_bog,b_slp,lat,lon,elev,sdepth,DS,2DS,PCmed,Me,Mrf,Ms,wood,det,Afi,Aa,ALKT,Ca,Cl,COND,DOC,TKN,pH,TP,Aeshn,Ancyl,Asell,Baeti1,Baeti2,Belos,Bithy,Brach,Caeni,Calop,Camba,Capni,Cerat,Chaob,Chlor,Chrys,Curcu,Coena,Cordu1,Cordu2,Corix,Coryd,Cramb,Crang,Culic,Dipse,Dixid,Dolic,Dytis,Elmid,Empid,Ephem1,Ephem2,Ephyd,Erpob,Gamma,Gerri,Gloss1,Gloss2,Gomph,Gyrin,Haemo,Halip,Helic,Hepta,Hyale,Arach,Hydra,Hydro1,Coele,Hydro2,Hydro3,Hydro4,Isony,Lepid,Lepto1,Lepto2,Lepto3,Lesti,Leuct,Libel,Limne,Lymna,Macro,Metre,Molan,Musci,Oligo,Nemat,Nemou,Noton,Perli,Perlo,Philo,Phryg,Physi,Pisci,Plano,Pleid,Polyc,Pseph,Psych1,Psych2,Ptych,Pyral,Rhyac,Sabel,Saldi,Sciom,Scirt,Seric,Siali,Simul,Siphl,Sisyr,Sphae,Taban,Tipul,Platy,Union,Valva,Velii,Vivip,Chiro,Ortho,Tanyp,Amph,Chir,CIGH,EOT,Insect,NHC,Rich100,PCoA1,PCoA2,CA1,CA2,EPT,HBI,Bw,FC,GC,P,SC,SH
L319,2012,Lake,4.7,0,0.000726662,0.000726662,0,2.26,0,0.00034916,0.00034916,0,0,0,0,100.01,4.16,0,0.000642177,0.000642177,0,6.6,6.5,0.000183,0,13.6,65.65,14.89,0,0.1192,765004.5746,10.6,6.3,0.000624,0,14.47,66.53,12.57,3.43,0.101,1592104.575,3,0,100,0,6,14.3,0.000536,0,17.5,62.85,14.47,0,0.0857,45.57522686,-78.94356581,345,0.656666667,3.666666667,4.666666667,20.9,1.333333333,0.333333333,1.333333333,0.666666667,1,0,0.666666667,11.2,3.52,1.94,40,4.7,228,7.12,3.9,0,0,0,0,0,0,0,0,4.151086182,0,0,0,5.92598952,0,0,0,0,1.884602666,0,0,0,0,0,0,0,0,0,0,0,2.007974664,0,0,0,0,0,0,0,0,0,0.260416667,0,0,0,0,0,33.36385836,0,0,0.805733618,0.260416667,0,0,0.56980057,0,0,3.098608567,0,1.041666667,0,0,0.260416667,0,0,0,0,0,0,9.260531136,1.635950855,0,0,0,0,0,0,0,0,0.297619048,0,0,0.56980057,0,0,0,0,0,0,0,0,0,0.284900285,0,0,0,0,2.368233618,0,0,0.284900285,0,0,0,0,20.20311864,5.788944851,5.675429894,33.36385836,31.66749339,1.103352666,2.405435999,54.09099003,9.260531136,14.00058002,0.005570434,-0.007827782,-0.287121946,-0.076079255,9.146062271,7.16239527,43.29625814,2.368233618,74.09410612,14.26727208,3.6811279,0.284900285
L323,2012,Lake,3.66,0,0.000564684,0.001337246,0,3.66,0,0.000564684,0.001337246,0,0,0,0,97.32,11.68,0,0.001800309,0.003806003,0,2.2,6.2,0.001917,0,2.56,66.735,20.125,2.28,0.0745,4461257.944,2.2,6.2,0.001917,0,2.56,66.735,20.125,2.28,0.0745,4461257.944,3,0,100,0,0.4,14,0.001854,0,5.78,60.415,13.075,0,0.0754,45.37609127,-79.12705212,337,0.63,3,4.666666667,0.1,1,0,1,1,1,0,1,7.85,2.6,2.5921,35,4.6,238,6.93,3.2,0,0,0,0,0,0,0,0,0,0,0,0,2.999413091,0,0,0,0,1.129943503,0,0,0,0,0,0.673400673,0,0,0,0,0.282485876,1.261696947,0,0,0.305810398,0,0,0,0,0,0,0.336700337,0,0,0,0,0.305810398,13.30537009,1.459078422,0,0,0,0,0,0,0,0.282485876,0.336700337,0,0,0,0,0,0,0,0,0,0,0,6.737985777,1.489968361,0,0,0,0,0,0,0,0,7.466229181,0,0,0.282485876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.154663308,0,0,0,0,0,0,0,18.94506146,34.47225586,1.772454237,13.97877076,55.18977156,7.466229181,1.46664384,68.8679675,6.737985777,12.57526338,0.004846889,-0.014637691,-0.254162998,0.012549009,1.230807008,6.789711707,68.38823104,6.460473706,74.43988426,7.980075466,9.010412004,0.282485876
L325,2013,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100.01,0,0,0,0,0,0.1,7,0.002237,0,4.54,62.715,26.195,4.34,0.0796,3653873.668,0.1,7,0.002081,0,7.14,59.25,27.61,3.68,0.0844,4413473.668,3,0,100,0,0,16.2,0.0015,0,8.48,58.08,29.45,3.05,0.0618,45.54155213,-78.79840867,455,1,3,2,0.075,0.333333333,0.333333333,1,2,2,0,0,3.25,1.32,0.13,16.4,5.5,269,6.27,5.5,0,0,0,0.273224044,0,0,0,0,0.595238095,0,0,0,0,0,0,0,0,0,0.297619048,0,0,0,0,0.920473235,0,0,0,0,0,31.46074441,0,0,0.546448087,0,0,0,0,0,0,1.43930523,0.297619048,0,0,0,0,1.489705782,1.465310778,0,1.466921322,0,0,0,0,0,0,0.273224044,0,0.323624595,0,0,0,0,0,0,0,0,0,1.466921322,1.193697278,0,0,0,0,0,0.595238095,0,0,0,0,0,0.297619048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08081331,6.859732991,6.65652024,2.410179017,55.59706654,1.466921322,1.736924278,91.99697028,1.466921322,11.89939622,-0.004489433,-0.002589142,-0.13686183,-0.025562472,2.606996961,6.12935679,57.61043595,0.546448087,54.00973337,10.15637434,33.22528478,0.595238095
L331,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,97.71,0,0,0,0,0,0.2,9.8,0.000611,0,2.03,35.23,40.42,13.08,0.0201,1404585.285,0.2,9.8,0.000611,0,2.03,35.23,40.42,13.08,0.0201,1404585.285,2,0,0,100,0,19.8,0.001077,0,3.75,34.27,44.1,13.04,0.021,44.97235614,-79.78991463,194,0.7,3,3,0.1,0.5,2,1,1,2,0,1,13.5,4.28,0.49,35.4,11.1,474,6.95,10.8,0,0,3.600751362,0,0,0,0,0,10.92041838,0,0,0,5.790729671,1.838201838,0,0.549056519,0,3.455083306,0,0,0,0,0,0.797812738,0,0,0,0,0,0,0,0.336700337,0,0,0,0,0,0.497512438,0,0,0,0,0,0,0,7.486591069,4.580700103,0,2.554182405,0,0,0,0.585456556,0,0,1.880781732,0,0,1.258857229,0,0.248756219,0,0,0,0,0,0,11.67232361,1.237601238,0,0,0,0,0,0.248756219,0,0,1.632025513,0.248756219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.284102284,0,0,0.3003003,0,0,0,0,28.27759917,3.169927051,4.547016487,6.871050155,36.31504639,8.145085384,4.4137421,63.10676348,12.45798037,18.74545875,0.002047028,0.000392688,-0.432941055,-0.331802196,13.97211323,7.356752473,49.9509686,2.284102284,66.56242402,22.21685729,4.186207918,0.797812738
L333,2013,Lake,0.95,0,0.000773413,0.000773413,0,0.95,0,0.000773413,0.000773413,0,0,0,0,99.15,2.54,0,0.001855932,0.001855932,0,1.8,6.9,0.001287,0,5.65,63.37,22.69,5.39,0.0654,5570892.273,1.8,6.9,0.001287,0,5.65,63.37,22.69,5.39,0.0654,5570892.273,3,0,100,0,0.2,15.4,0.000643,0,9.4,62.04,21.72,1.68,0.0787,45.40163859,-78.74618694,423,0.966666667,3.666666667,3.333333333,32.03333333,0.666666667,0.666666667,0.333333333,1,1.333333333,0,1.666666667,5.05,2.1,0.51,23.2,4.2,245,6.83,4.5,0.627652051,0.644498412,0,0,0,0,0,0,2.231114284,0,0.314465409,0,0.94211746,0,0,0,0,0.595238095,1.537355555,0,0,0,0,0,0,0,0,0,0,5.074313024,1.272150463,0.297619048,0.314465409,0,0,0,0,0.314465409,0,0.99009901,0,0,0,0,0.297619048,1.785714286,7.773567114,0,0,0,0,0,0,0,0,0,0,0.314465409,0,0,0,0,0,0.330033003,0,0,0,18.52204594,0.957685054,0,0,0,0,0,0.330033003,0,0,6.130518712,0,0,0.314465409,0,0,0,0,0,0,0,0,0,0,0,0,0,0.943396226,2.245403112,0,0,0,0,0,0,0,25.43205635,12.7416869,6.725756807,1.785714286,44.89950006,6.775017124,4.080377714,63.55703967,18.52204594,17.21572286,0.003322558,-0.007700181,-0.147694481,-0.100094602,3.7853162,6.54194002,67.25356498,2.559868521,61.62232127,21.10843497,12.16379556,0.644498412
L339,2012,Lake,0,0,0.000282125,0.000282125,0,0,0,0.000199963,0.000199963,0,0,0,0,99.61,0,0,0.001602326,0.001602326,0,0.2,8.4,0.001726,0,3.11,43.835,31.965,17.11,0.0267,9893694.575,0.3,8.4,0.001814,0,5.64,41.595,30.595,18.22,0.0267,13958994.57,3,0,100,0,0,17.5,0.001769,0,7.3,58.445,23.275,10.09,0.0366,45.1470613,-79.17873884,339,0.696666667,4,5,58.4,1,0.333333333,1.333333333,1,1,1,1.333333333,3.3,1.22,0.27,16.4,6.1,343,6.2,8.9,0,0.233100233,0,0,0,0,0,0,3.307433307,0,0,0,1.445221445,0,0,0,0,0.63973064,0,0,0,0,0,0.336700337,0,0,0,0,0,1.468531469,0.233100233,0.906500907,0.303030303,0,0,0,0,0,0,0.536130536,0,0,0,0,0.673400673,0,1.002331002,0,0.932400932,0,0,0,0.56980057,0,0,1.642061642,0,0,0,0,0,0,0,0,0,0,0,5.532245532,0.606060606,0,0,0,0,0,0,0,0,0.872830873,0,0,0,0,0.303030303,0,0,0,0,0,0,0,0,0,0,0,0,1.711991712,0,0,0,0,0,0,0,43.08469308,25.62030562,8.039368039,0.336700337,76.74436674,2.038332038,1.175861176,90.48433048,5.532245532,14.32540907,-0.004103659,-0.009750287,-0.084237843,-0.186546947,7.705257705,6.829730124,84.52473452,2.015022015,79.76430976,11.8958819,3.506863507,0
L341,2012,Lake,0,0,0.000176248,0.000176248,0,0,0,0.0000557,0.0000557,0,0,0,0,99.99,0,0,0,0,0,0.1,6.3,0.001798,0,2.02,58.225,29.785,8.57,0.0871,10134521.9,0.2,6.1,0.001775,0,6.67,64.385,22.735,5.53,0.0899,32119721.9,4,0,100,0,0.5,14.9,0.001446,0,12.12,41.065,36.055,9.05,0.1218,45.36882606,-78.69395212,411,0.766666667,3.666666667,3.666666667,2.733333333,1,0.333333333,1,1.333333333,1.333333333,0.666666667,1,4.5,1.56,0.22,19.6,5.1,331,6.47,6.6,0,0,0,0,0,0,0,0,2.797163555,0,0,0,7.545658606,0,0,0,0,0.275482094,0,0,0,0,0,0,0,0,0,0,0,0,0.617283951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.768595041,0.277777778,0,0.555555556,0.275482094,0,0,1.108815427,0,0,1.96842159,0,0.555555556,0,0,0.277777778,0,0,0,0,0,0,7.278083869,3.407560453,0,0,0,0,0,0,0,0,0.617283951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.106519743,0,0,0,0,41.62508928,21.79675543,5.145138251,2.768595041,68.56698296,1.172839506,0.553259871,83.71314152,7.278083869,12.23244659,-0.003003795,-0.009111545,-0.14051011,-0.302636429,6.429956127,6.981335701,76.46235078,0,77.92776247,14.41460055,1.172839507,0
L347,2012,Lake,1.77,0,0.000878116,0.000878116,0,1.77,0,0.000878116,0.000878116,0,0,0,0,98.61,3.07,0,0.001521392,0.001521392,0,4.8,6,0.000722,0.51,8.84,73.345,8.575,2.7,0.1018,2176185.828,4.8,6,0.000722,0.51,8.84,73.345,8.575,2.7,0.1018,2176185.828,1,11.15,88.85,0,1.8,13.8,0.000474,0.89,14.76,62.77,9.26,2.09,0.0956,45.51042329,-79.19056694,368,0.883333333,4.333333333,3.666666667,59.51666667,0,0,0.333333333,1.666666667,1.333333333,0,1,7.5,2.12,1.5815,24.6,3,208,6.88,3.2,0.303030303,0.934579439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.172509792,0,0,0,0,0.31152648,0,0,0,0,0,0,0,0,0,1.535082798,17.42779586,2.164013615,0,0,0,0,0,0.31152648,0,0,4.030554175,0,0.303030303,0,0,0,0,0,0,0,0,0,4.242424242,0.314465409,0,0,0,0,0,0.31152648,0,0,1.240548671,0,0.909090909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.303030303,0,0,0.31152648,0,0,0,0,35.16888155,18.40026076,9.304595951,17.42779586,62.87373826,2.175128111,0.303030303,73.05311981,4.242424242,12.35234055,0.000338547,-0.012170288,-0.182058296,0.044147815,7.400811144,6.957548992,67.41919281,1.212121212,77.38900199,12.08316635,4.347637902,0.31152648
L353,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,5.7,0.001411,0,2.98,87.76,7.38,1.06,0.0841,912966.3537,0,5.7,0.001411,0,2.98,87.76,7.38,1.06,0.0841,912966.3537,2,0,100,0,0,13,0.001492,0,5.49,81.2,12.05,0.88,0.0779,45.64527547,-78.93850423,480,0.77,3,5.666666667,403.0333333,0,0,0.666666667,1,1,0,0.666666667,4.85,1.28,0.2594,18,4.6,272,6.26,5.2,0.308641975,0.314465409,0,0,0,0,0,0,0.308641975,0,0,0,0.308641975,0,0,0,0,0.854700855,0,0,0,0,0.284900285,0.314465409,0,0,0,0,0,13.52514827,0.308641975,0,0,0,0,0.314465409,0,0,0,0.284900285,0,0,0,0,1.560680177,0.884265979,1.18708452,0,0.854700855,0,0,0,0,0,0,1.228296511,0,2.201257862,0,0,0,0,0,0,0,0,0,1.18708452,0.599365694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.308641975,0,0,0,0,0,0,0,0,0,0,0,0,0.314465409,0,0,0,0,0,0,0,53.71535057,9.863552474,8.967639628,1.513196796,72.54654267,1.169166264,1.448243115,94.34410221,1.18708452,12.16113671,-0.006474372,-0.002815023,-0.032559599,-0.038329682,5.607518501,6.699624436,74.35673458,0.314465409,70.34394094,12.22025121,14.69431453,0.599365694
L357,2012,Lake,1.44,6.54,0.000449064,0.000676229,0,1.24,4.01,0.000272794,0.000421818,0,0,0,0,93.57,13.21,8.15,0.002504944,0.003030595,0,1.6,8.4,0.001416,0.05,1.19,50.84,18.12,17.22,0.0309,15723814.23,1.1,8.5,0.00147,0.03,8.08,45.705,20.435,17.06,0.0298,26940514.23,3,43.7,56.3,0,0.8,18.7,0.001193,0,3.94,48.03,12.75,11.28,0.027,45.17633826,-79.24522591,300,0.49,3.666666667,3,41.71666667,1.333333333,1,0.666666667,1,0.5,0.666666667,1.333333333,7.7,2.32,1.3174,26.2,8.6,418,6.67,18.7,0.314465409,0,0,0,0,0,0,0,1.572327044,0,0,0,6.492830764,0,0,0,0,0.254452926,0,0,0,0,0,0,0,0,0,0,0,0,0,0.254452926,0,0,0,0,0,0,0,0.314465409,0,0,0.314465409,0,0,8.98383042,6.627258725,0,0.679081376,0,0,0,0.508905852,0,0,0.8492569,0,0,0,0,0.212314225,0,0,0,0,0.314465409,0,11.2741361,1.197849153,0,0,0,0,0,0,0,0,4.805799606,0,0,0,0,0,0,0,0,0,0,0,0,0,0.314465409,0,0,0,0.466767151,0,0,0,0,0,0,0,27.72163871,23.91074668,2.616024388,8.98383042,54.24840978,5.484880983,1.095697969,66.43204462,11.2741361,12.50100225,0.002499841,-0.010830813,-0.269638291,-0.198303719,3.499408132,6.927857631,65.98931303,0.466767151,73.71713188,17.14627726,5.799346391,0.314465409
L363,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.1,11,0.001688,0,11.11,58.755,6.415,1.11,0.0364,435482.8718,0.1,11,0.001688,0,11.11,58.755,6.415,1.11,0.0364,435482.8718,2,0,21.58,78.42,0,21.5,0.001634,0,13.1,55.515,5.755,1.31,0.0299,44.98803558,-79.59392206,236,0.923333333,3.333333333,5.666666667,100.0166667,1,0.666666667,1,1,1.333333333,0,1,7.6,1.52,0.3172,18,3.7,235,6.81,3.9,0,0.317460317,0,0,0,0,0,0,0.634920635,0,0,0,2.012593655,0,0,0,0,1.125116713,0,0,0,0,0,0,0,0,0,0,0,3.571884038,0.317460317,0,0,0,0,0,0,0,0,0.27100271,0,0,0,0,0.588463027,4.444159778,0.245098039,0,3.302987862,0.317460317,0,0,0.880018674,0,0,0.735294118,0,0,0,0,0.490196078,0,0,0,0,0,0,4.399808704,2.010487122,0,0,0,0,0,0,0,0,3.027487418,0,0.245098039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.620664526,0,0,0,0,0,0,0,33.49012776,28.3334472,7.618762952,4.444159778,69.44233791,6.647935597,1.886315502,81.93505044,4.399808704,13.95657291,-0.000889972,-0.011762886,-0.216153171,-0.093141454,3.083794493,6.807506786,75.78027146,1.865762565,71.8909271,12.39769078,10.21981964,0
L397,2012,Lake,0.84,0,0.000683872,0.000683872,0,0.84,0,0.000683872,0.000683872,0,0,0,0,99.33,1.62,0,0.00063522,0.00063522,0,0.6,7.8,0.000198,0,10.06,69.01,14.03,1.24,0.0566,3742804.71,0.6,7.8,0.000198,0,10.06,69.01,14.03,1.24,0.0566,3742804.71,2,0,100,0,1,16.7,0.000333,0,14.03,62.335,17.015,0.49,0.0658,45.04874273,-79.07385911,324,0.676666667,4.333333333,4.333333333,46.53333333,0.333333333,0,1,1.666666667,1,0,1,6.9,1.82,0.5616,21.8,3.8,223,6.77,3.8,0,0.275482094,0,0.245098039,0,0,0,0,0.835068541,0,0,0,0,0,0,0,0,1.121431532,0,0,0,0,0,0,0,0,0,0,0,3.062712688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27540107,25.92487628,0,0,0.589970501,0,0,0,0.245098039,0,0,0.765678172,0,1.377410468,0,0,0.245098039,0,0,0,0,0,0,10.26830465,2.060558737,0,0,0,0,0,0,0,0,0.520580133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.245098039,0,0,0,0,0,0,0,29.34703502,12.89486723,6.70023074,25.92487628,48.94213299,1.386032728,1.366529571,60.36022761,10.26830465,11.12923997,0.00251121,-0.009854167,-0.188859838,-0.027381385,6.743754329,7.101590603,59.45553568,0.245098039,84.1680613,8.066760311,4.448745416,0
L403,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0.3,7.2,0.001706,0,4.06,68.735,21.315,5.37,0.0675,17417195.81,0.2,6.9,0.002065,0,14.18,62.43,18.14,4.96,0.0735,87116795.81,4,0,100,0,0.6,19.6,0.001579,0,14.87,48.205,32.275,4.63,0.0287,45.60328235,-78.95281733,448,0.83,3,4.666666667,0.1,0.333333333,0,0.666666667,1.333333333,1.333333333,0,1,5.6,1.26,0.1655,18.4,3.6,254,6.39,4.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.889450056,0,0,0,0,0,0,0,0,0,0,0,11.59090909,0.308641975,0,0,0,0,0,0,0,0,0.308641975,0.303030303,0,0,0,2.469135802,35.0308642,0.920314254,0,1.228956229,0.303030303,0,0,0.303030303,0,1.228956229,3.002244669,0,0,0,0,0,0,0,0,0,0,0,5.72671156,1.691919192,0,0,0,0,0,0,0,0,0.277777778,0,0.277777778,0.277777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.192480359,0,0,0.303030303,0,0,0,0,23.90572391,5.070145903,3.389450056,35.0308642,32.36531987,1.506734007,1.198092031,54.51739618,5.72671156,13.97113366,0.004372678,-0.006167334,-0.259106668,0.27047937,7.281144781,6.880918998,39.59315376,1.470258137,72.50561168,6.422558922,13.37542088,1.228956229
L408,2012,Lake,7.07,1.29,0.001282877,0.001552468,0,3.45,0.57,0.000735853,0.000853774,0,0,0,0,96.03,16.48,3,0.002946131,0.003574096,0,4.9,6.4,0.000777,0.08,2.63,68.905,12.335,1.79,0.09,4807435.324,3.5,6.3,0.000895,0.14,12.04,65.72,11.8,1.67,0.0826,11019235.32,2,8.77,91.23,0,5.1,14.5,0.00062,0.18,5.17,56.405,8.325,1.81,0.1046,45.49907824,-79.21001323,351,0.67,3.666666667,4.333333333,20.21666667,0.333333333,0,0.333333333,1,1,0,1,8.85,2.38,1.4985,28.2,4,250,6.96,3.5,0,0,0.533333333,0,0,0,0,0,0,0,0,0,2.11040131,0,0,0,0,0,0.3003003,0,0,0,0,0.266666667,0,0,0,0,0.603367003,2.177668578,0,0,0.266666667,0,0,0,0,0,0,0.266666667,0,0,0,0,0.266666667,22.32377832,0.266666667,0,0.637000637,0,0.533333333,0,0,0,0,7.925671126,0,0.533333333,0,0,0.266666667,0,0,0,0,0,0,7.35040495,2.711001911,0,0,0,0,0,0,0,0,0.900900901,0,0.266666667,0.603367003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.697606698,0,0,0,0,0,0,0,24.92012012,8.487105287,8.784639185,22.59044499,42.19186459,2.071234871,0.833633634,65.01024661,7.35040495,14.82358868,0.003785963,-0.008910177,-0.262399085,-0.053306979,9.259004459,6.875980803,56.50654291,7.230940032,64.68140868,13.13204113,4.318937119,0
L420,2012,Lake,4.98,18.44,0.000792548,0.001223475,0,4.98,18.44,0.000792548,0.001223475,0,0,0,0,85.02,12.35,11.87,0.001964703,0.003032959,0,0.4,7.8,0.000716,0,2.41,54.325,6.185,6.38,0.0304,2096501.341,0.4,7.8,0.000716,0,2.41,54.325,6.185,6.38,0.0304,2096501.341,1,0,100,0,0.4,15.8,0.000969,0,5.98,50.8,7.46,4.66,0.0355,45.10046589,-79.59621745,258,0.965,3,6.5,14.525,1,0.5,1,0.5,2,0,1.5,16.9,7,18.1854,108,6.1,344,7.28,5.2,0,0,0.46728972,0,0,0,0,0,0,0,0,0,3.909975205,0,0,0,0,1.274715494,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46728972,0,0,0,0,0,0,0,1.401869159,0,0,0,0,0,19.34325132,0.340136054,0,7.816771568,1.401869159,0,0,0,0,0,0.934579439,0,0,0,0,1.869158879,0,0,0,0,0,0,4.75872592,2.676584653,0,0,0,0,0,0,0,0,2.167969992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.774938013,0,0,0.46728972,0,0,0,0,22.18513574,14.36518533,4.377264925,19.34325132,40.92758599,10.45203128,4.545743531,60.5601119,4.75872592,14.20789933,0.003291975,-0.010407835,-0.324141648,-0.069007487,1.401869159,7.164490274,55.46124993,9.774938013,62.05416747,14.57498888,9.98474156,0
L448,2012,Lake,0,0,0,0,0,0,0,0,0,0,0,0,0,99.99,0,0,0,0,0,0,6.3,0.000502,0,9.01,74.1,14.35,1.78,0.1049,1205104.855,0,6.3,0.000502,0,9.01,74.1,14.35,1.78,0.1049,1205104.855,2,0,100,0,0,14,0.000722,0,11.07,71.225,16.115,1.03,0.1211,45.45573727,-79.16403029,363,0.643333333,4.333333333,4.666666667,79.36666667,0.666666667,0.333333333,0.333333333,1,1.333333333,0,1,5.75,1.38,0.1931,18.4,3.5,236,6.56,3.1,0,0.611620795,0,1.253132832,0,0,0,0,0,0,0,0,1.487843494,0,0,0,0,2.36600676,0,0,0,0,0,0.250626566,0,0,0,0,0,1.765458607,0,0,0,0,0,0,0,0,0,0.305810398,0,0,0,0,4.260651629,16.85283871,1.503759398,0,0,0,0,0.751879699,0,0,0,1.22324159,0,1.002506266,0,0,0,0,0,0,0,0,0,4.159660652,1.557247273,0,0,0,0,0.250626566,0,0,0,3.669724771,0,1.253132832,1.253132832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22324159,0,0,1.363500494,0,0,0,0,24.16293515,20.01870119,7.452719899,17.10346528,51.63435624,4.281345566,2.671817158,70.03102134,4.159660652,12.65645282,0.002248996,-0.011569911,-0.058251357,0.134849512,9.995171415,6.721727417,57.01725848,3.478880687,73.32455349,13.11613995,7.299937005,0
L455,2012,Lake,0.98,1.54,0.000604783,0.000604783,0,0.98,1.54,0.000604783,0.000604783,0,0,0,0,97.52,4.96,0,0.001890324,0.001890324,0,0.8,7.2,0.000859,0,3.08,61.12,24.64,2,0.0378,10571112.44,0.8,7.2,0.000859,0,3.08,61.12,24.64,2,0.0378,10571112.44,3,0,100,0,0.6,17.7,0.000586,0,9.39,57.4,18.87,2.43,0.0313,45.47144746,-79.18295321,363,0.475,4,4,272.8,1,0,0.5,1,1,0,1,7.75,2.16,0.6663,24,7.5,374,6.81,6.1,0,0,0,0,0,0,0,0,0.635486496,0,0,0,1.396907816,0,0,0,0,1.015228426,0.507614213,0,0,0,0,0,0,0,0,0,0,0.763358779,0,0,0,0,0,0,0,0,0,0.253807107,0,0,0,0,0,10.17747123,2.921687914,0,0.507614213,0,0,0,0.381679389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.64858372,1.269035533,0,0,0,0,0,0,0,0,5.34351145,0,0.253807107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.253807107,0,0,0,0,0,0,0,31.50695548,21.33529662,4.828147402,10.17747123,57.6703995,5.851125664,1.776649746,63.13209594,16.64858372,11.06529954,0.000495377,-0.009396009,-0.251819986,-0.156070728,1.270972992,7.135889888,74.57279033,0.507614214,80.30379355,10.92339288,6.614484442,0
L456,2012,Lake,5.41,0,0.000913775,0.001585682,0,5.41,0,0.000913775,0.001585682,0,0,0,0,94.27,14.74,0,0.002515185,0.003424925,0,1.9,8,0.000799,0,2.84,59.27,25.49,3.97,0.0298,5079890.977,1.9,8,0.000799,0,2.84,59.27,25.49,3.97,0.0298,5079890.977,3,0,100,0,3.8,16.9,0.000906,0,5.89,49.61,19.53,5.05,0.0375,45.14312601,-79.0949372,357,0.53,4.666666667,4.666666667,67.5,0.666666667,1.333333333,1.333333333,0.666666667,0.666666667,0.666666667,2,5.35,2.34,4.7872,34,6.1,339,6.41,7.6,0,0,0,0,0,0,0,0,0,0,0,0,0.450522928,0,0,0,0,0,0,0,0,0,0,0.303030303,0,0,0,0,0,1.631637168,0,0,0,0,0.147492625,0,0,0,0,0.303030303,0,0,0,0,1.732954545,13.95749531,1.084280303,0,0,0.303030303,0,0,0.520833333,0,0,1.056583534,0,0,0,0,0.303030303,0,0,0,0,0,0,4.617189595,3.119091915,0,0,0,0,0,0,0,0,0.147492625,0,0.450522928,0.606060606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.147492625,0,0,0.56344697,0,0,0,0,48.72259654,14.89017666,4.942008581,14.26052561,68.55478178,0.147492625,0.606060606,75.75745005,4.617189595,11.84314666,-0.002429155,-0.005780412,-0.192486322,0.068731144,3.760894342,7.268965246,73.319464,0.598015553,84.78688992,7.533395346,2.385190399,0
