Site,Year,Zone,Esc,Order,SubWatNo,Type,MonYr,Year.factor,Shannon,Percent.Dominance,Percent.Oligochaeta,Percent.Chironomidae,Percent.Isopoda,Percent.Amphipoda,Percent.Coleoptera,Coleo.as.Elmidae,Trich.as.Hydropsychidae,Ephem.as.Baetidae,Percent.EPT,Percent.mEPT,Percent.ICHAEBO,EPT.Richness,Ephem.Richness,Percent.Ephem,Plec.Richness,Percent.Plec,Trich.Richness,Percent.Trich,EPT.per.EPT.and.Chir,Percent.Non.Chir.Dip,Percent.CIGH,Intolerants.Richness,Percent.Intolerants,HBI,CEFI,Percent.Predator,Percent.Scraper,Percent.Shredder,Percent.Filter,Percent.Gatherer,Scraper.to.Shredder.Collector,Percent.Clinger,Percent.Burrower,Percent.Sprawler,Burrower.to.Sprawler.Clinger,Henry,obs,abund
501100002,2003,M,Below,4,10,Tributary,5,2003,1.938743971,0.313084112,0.046728972,0.313084112,0.102803738,0,0.112149533,1,0.76,1,0.308411215,0.028037383,0.742990654,3,1,0.191588785,0,0,2,0.11682243,0.496240602,0.229885057,0.102803738,0,0,6,0.34221374,0.004672897,0.112149533,0,0.182242991,0.504672897,-1.504077397,0.224299065,0.065420561,0.425233645,-2.295416604,N,133,214
501110001,2003,M,Below,6,11,Tributary,5,2003,2.172891006,0.292682927,0.100609756,0.292682927,0,0.012195122,0.158536585,0.980769231,0.772727273,0.772727273,0.335365854,0.076219512,0.664634146,5,3,0.201219512,0,0,2,0.134146341,0.533980583,0.04,0.073170732,3,0.045731707,5.899082569,0.331530343,0.006097561,0.231707317,0.00304878,0.109756098,0.493902439,-0.763016861,0.25,0.12195122,0.451219512,-1.749199855,N,134,328
501110002,2003,M,Below,5,11,Tributary,5,2003,1.957186616,0.313069909,0.121580547,0.313069909,0,0,0.133738602,1,0.80952381,0.04,0.367781155,0.303951368,0.498480243,7,4,0.303951368,0,0,3,0.063829787,0.540178571,0.063636364,0.024316109,5,0.069908815,5.872340426,0.181353033,0.012158055,0.17325228,0.018237082,0.069908815,0.58662614,-1.250253557,0.097264438,0.41337386,0.449848024,-0.280301965,N,135,329
501110004,2003,M,Below,4,11,Tributary,5,2003,1.887411305,0.317725753,0,0.317725753,0,0,0,NA,0.868852459,0.884210526,0.622073579,0.163879599,0.775919732,12,3,0.317725753,3,0.100334448,6,0.204013378,0.661921708,0.151785714,0.003344482,10,0.193979933,5.070234114,0.360275229,0.070234114,0.030100334,0.08361204,0.200668896,0.612040134,-3.140313502,0.331103679,0.036789298,0.317725753,-2.869962886,N,136,299
501110010,2003,M,Below,4,11,Tributary,5,2003,2.181366961,0.274111675,0.076142132,0.274111675,0,0.005076142,0.005076142,0,0.444444444,0.511627907,0.573604061,0.441624365,0.487309645,9,2,0.218274112,4,0.30964467,3,0.045685279,0.676646707,0.181818182,0,10,0.456852792,3.85786802,0.357755102,0.126903553,0.111675127,0.243654822,0.045685279,0.385786802,-1.729239112,0.456852792,0.081218274,0.299492386,-2.231357584,N,137,197
501130002,2003,M,Below,3,13,Tributary,5,2003,2.27020048,0.378640777,0.019417476,0.378640777,0.009708738,0,0.058252427,0.333333333,0,0.555555556,0.368932039,0.27184466,0.504854369,7,2,0.174757282,1,0.029126214,4,0.165048544,0.493506494,0.25,0.009708738,8,0.330097087,4.777777778,0.341238095,0.048543689,0.106796117,0.165048544,0.058252427,0.475728155,-1.791759469,0.203883495,0.145631068,0.427184466,-1.466337069,N,138,103
501130003,2003,M,Below,3,13,Tributary,5,2003,1.943177184,0.45,0.040909091,0.45,0,0,0.140909091,0.935483871,0.217391304,0.875,0.177272727,0.090909091,0.577272727,5,2,0.072727273,0,0,3,0.104545455,0.282608696,0.074766355,0.027272727,7,0.127272727,5.47706422,0.32114094,0.022727273,0.222727273,0.022727273,0.054545455,0.513636364,-0.878864326,0.140909091,0.190909091,0.590909091,-1.343734747,N,139,220
501130004,2003,M,Below,3,13,Tributary,5,2003,2.293821953,0.23890785,0.044368601,0.23890785,0,0.177474403,0.163822526,1,0.677419355,0.888888889,0.218430034,0.064846416,0.614334471,8,3,0.092150171,1,0.020477816,4,0.105802048,0.47761194,0.125,0.003412969,10,0.150170648,5.441780822,0.322384342,0.088737201,0.197952218,0.030716724,0.078498294,0.324232082,-0.583947889,0.184300341,0.139931741,0.409556314,-1.445483233,N,140,293
501130014,2003,M,Below,4,13,Tributary,5,2003,2.38311463,0.225663717,0.048672566,0.225663717,0,0.026548673,0.119469027,0.962962963,0.633333333,1,0.185840708,0.048672566,0.438053097,5,1,0.053097345,0,0,4,0.132743363,0.451612903,0.13559322,0.137168142,6,0.092920354,5.862831858,0.290600858,0.057522124,0.243362832,0.030973451,0.084070796,0.287610619,-0.269332934,0.287610619,0.265486726,0.349557522,-0.875468737,N,141,226
501140002,2003,M,Below,3,14,Tributary,5,2003,1.494970174,0.544217687,0.037414966,0.544217687,0.003401361,0,0.013605442,1,0.317073171,NA,0.139455782,0.095238095,0.629251701,2,0,0,0,0,2,0.139455782,0.2039801,0.101123596,0.19047619,1,0.006802721,6.31292517,0.30877551,0.003401361,0.200680272,0.006802721,0.098639456,0.544217687,-1.010058891,0.333333333,0.054421769,0.557823129,-2.795755782,N,142,294
501150001,2003,U,Above,5,15,Tributary,5,2003,1.571691952,0.579310345,0.031034483,0.579310345,0,0.010344828,0.117241379,1,0.707317073,0.64516129,0.248275862,0.079310345,0.789655172,10,4,0.106896552,0,0,6,0.14137931,0.3,0.01754386,0,9,0.075862069,5.562068966,0.319977925,0.024137931,0.131034483,0.006896552,0.127586207,0.648275862,-1.609437912,0.165517241,0.034482759,0.7,-3.222867846,N,143,290
501150003,2003,U,Above,5,15,Tributary,5,2003,2.144524679,0.246575342,0.051369863,0.246575342,0,0,0.195205479,1,0.55,0.260504202,0.476027397,0.332191781,0.441780822,9,5,0.407534247,0,0,4,0.068493151,0.658767773,0.04,0.003424658,5,0.198630137,5.393835616,0.227097506,0.010273973,0.229452055,0,0.065068493,0.609589041,-0.977090931,0.243150685,0.198630137,0.452054795,-1.252762968,N,144,292
501150005,2003,U,Above,4,15,Tributary,5,2003,1.836175095,0.474226804,0.134020619,0.474226804,0,0,0.092783505,0.944444444,1,0.125,0.211340206,0.149484536,0.670103093,6,4,0.164948454,1,0.005154639,1,0.041237113,0.308270677,0.041666667,0.010309278,6,0.097938144,5.912371134,0.238211921,0.067010309,0.103092784,0.015463918,0.051546392,0.628865979,-1.832581464,0.144329897,0.25257732,0.567010309,-1.035433387,N,145,194
501160001,2003,U,Above,4,16,Tributary,5,2003,1.411655513,0.545180723,0.545180723,0.228915663,0.102409639,0,0.021084337,0,0.210526316,1,0.075301205,0.045180723,0.906626506,4,1,0.018072289,0,0,3,0.057228916,0.247524752,0.095238095,0.105421687,1,0.003012048,7.243975904,0.31,0.039156627,0.003012048,0,0.021084337,0.246987952,-4.406719247,0.162650602,0.545180723,0.240963855,0.300657231,N,146,332
501160006,2003,U,Above,3,16,Tributary,5,2003,1.868937877,0.415282392,0.049833887,0.415282392,0,0,0.156146179,0.914893617,0.75,0.210526316,0.139534884,0.102990033,0.50166113,5,3,0.126245847,0,0,2,0.013289037,0.251497006,0.067164179,0.026578073,6,0.129568106,5.716666667,0.304880952,0.019933555,0.182724252,0.019933555,0.009966777,0.53820598,-1.116630794,0.142857143,0.249169435,0.571428571,-1.053149915,N,147,301
501170001,2003,U,Above,5,17,Tributary,5,2003,2.464879266,0.212276215,0.033248082,0.171355499,0,0,0.237851662,0.892473118,0.375,0.322981366,0.514066496,0.342710997,0.375959079,13,6,0.411764706,0,0,7,0.10230179,0.75,0.118421053,0,12,0.278772379,5.010230179,0.230902256,0.020460358,0.291560102,0.028132992,0.127877238,0.465473146,-0.526491741,0.232736573,0.181585678,0.386189258,-1.226257849,N,148,391
501180001,2003,U,Above,6,18,Tributary,5,2003,1.587162414,0.59602649,0.079470199,0.59602649,0.003311258,0,0.086092715,1,0,0.5,0.221854305,0.149006623,0.751655629,12,6,0.145695364,1,0.003311258,5,0.072847682,0.271255061,0.016393443,0.003311258,11,0.122516556,5.718543046,0.313686636,0.013245033,0.099337748,0.006622517,0.082781457,0.698675497,-1.960094784,0.092715232,0.109271523,0.682119205,-1.958813554,N,149,302
501180002,2003,U,Above,6,18,Tributary,5,2003,1.947369931,0.473684211,0.038596491,0.473684211,0.010526316,0,0.084210526,1,0.775510204,0.615384615,0.315789474,0.098245614,0.740350877,10,4,0.136842105,1,0.007017544,5,0.171929825,0.4,0.055944056,0.042105263,9,0.080701754,5.719298246,0.327052632,0.021052632,0.133333333,0.010526316,0.168421053,0.607017544,-1.532897835,0.235087719,0.105263158,0.564912281,-2.028148247,N,150,285
501180003,2003,U,Above,6,18,Tributary,5,2003,2.00835259,0.352542373,0.101694915,0.352542373,0.027118644,0,0.074576271,0.954545455,0.84375,0.716049383,0.383050847,0.094915254,0.769491525,7,4,0.274576271,0,0,3,0.108474576,0.520737327,0.037037037,0.071186441,5,0.094915254,5.846938776,0.337940299,0.003389831,0.084745763,0.016949153,0.105084746,0.657627119,-2.074429,0.206779661,0.115254237,0.423728814,-1.699386149,N,151,295
501180006,2003,U,Above,6,18,Tributary,5,2003,1.93830323,0.330128205,0.009615385,0.278846154,0.012820513,0,0.057692308,1,0.472222222,0.919642857,0.592948718,0.153846154,0.740384615,8,2,0.358974359,1,0.003205128,5,0.230769231,0.680147059,0.054347826,0.03525641,7,0.080128205,5.679487179,0.344559194,0.019230769,0.080128205,0.012820513,0.141025641,0.637820513,-2.094330154,0.288461538,0.022435897,0.336538462,-3.32708941,N,152,312
501180007,2003,U,Above,6,18,Tributary,5,2003,2.006325502,0.341935484,0.029032258,0.341935484,0.019354839,0,0.109677419,0.970588235,0.681818182,0.84,0.458064516,0.109677419,0.738709677,8,4,0.241935484,1,0.003225806,3,0.212903226,0.572580645,0.027522936,0.038709677,7,0.087096774,5.638709677,0.34015544,0.006451613,0.129032258,0,0.206451613,0.55483871,-1.458615023,0.287096774,0.038709677,0.448387097,-2.944438979,N,153,310
501190001,2003,U,Above,3,19,Tributary,5,2003,1.675769297,0.333333333,0.333333333,0.23,0,0.05,0.256666667,0.935064935,NA,1,0.006666667,0,0.62,1,1,0.006666667,0,0,0,0,0.028169014,0,0.006666667,1,0.003333333,6.506802721,0.299787234,0.013333333,0.24,0,0.05,0.243333333,-0.013793322,0.006666667,0.423333333,0.48,-0.139419535,N,154,300
501190008,2003,U,Above,4,19,Tributary,5,2003,2.2251411,0.307167235,0.218430034,0.307167235,0.020477816,0.013651877,0.040955631,0.916666667,0.153846154,0.217391304,0.201365188,0.160409556,0.600682594,7,4,0.156996587,0,0,3,0.044368601,0.395973154,0.224137931,0.071672355,4,0.013651877,6.351535836,0.215357143,0.034129693,0.051194539,0.003412969,0.088737201,0.501706485,-2.289162073,0.092150171,0.375426621,0.361774744,-0.189868762,N,155,293
501190009,2003,U,Above,2,19,Tributary,5,2003,1.469102761,0.442675159,0.343949045,0.442675159,0.070063694,0.006369427,0.022292994,0.571428571,NA,1,0.003184713,0,0.866242038,1,1,0.003184713,0,0,0,0,0.007142857,0.073333333,0.085987261,1,0.012738854,6.808917197,0.31,0.025477707,0.035031847,0.012738854,0,0.445859873,-2.571918027,0.085987261,0.426751592,0.468152866,-0.261215499,N,156,314
501020001,2004,L,Below,2,2,Tributary,6,2004,0.806212219,0.798657718,0.100671141,0.041610738,0.798657718,0.013422819,0.016107383,0.916666667,0.866666667,1,0.028187919,0.002684564,0.979865772,3,1,0.008053691,0,0,2,0.020134228,0.403846154,0,0.798657718,0,0,7.765100671,NA,0.001342282,0.014765101,0,0.017449664,0.04966443,-1.21302264,0.818791946,0.102013423,0.056375839,-2.149311222,N,157,745
501040001,2004,L,Below,3,4,Tributary,6,2004,1.879628071,0.388429752,0.169421488,0.103305785,0.132231405,0.004132231,0.070247934,0.941176471,0.833333333,0.989473684,0.44214876,0.012396694,0.838842975,4,2,0.392561983,0,0,2,0.049586777,0.810606061,0.137931034,0.132231405,2,0.008264463,6.475,0.370454545,0.012396694,0.070247934,0,0.053719008,0.495867769,-1.954278399,0.190082645,0.227272727,0.169421488,-0.458574933,N,158,242
501040004,2004,L,Below,3,4,Tributary,6,2004,1.764729862,0.338645418,0.262948207,0.338645418,0.003984064,0.007968127,0.071713147,0.888888889,0.526315789,1,0.266932271,0.035856574,0.844621514,3,1,0.19123506,0,0,2,0.075697211,0.440789474,0.04494382,0.003984064,1,0.007968127,6.416,0.33048,0.003984064,0.071713147,0,0.059760956,0.529880478,-1.99997737,0.087649402,0.290836653,0.402390438,-0.521724914,N,159,251
501050001,2004,L,Below,4,5,Tributary,6,2004,0.773326889,0.832080201,0.832080201,0.05764411,0.010025063,0.007518797,0.005012531,1,0.666666667,1,0.060150376,0.002506266,0.964912281,3,1,0.052631579,0,0,2,0.007518797,0.510638298,0.115384615,0.015037594,0,0,7.673366834,0.34761194,0.005012531,0.007518797,0,0.007518797,0.112781955,-2.708050201,0.020050125,0.839598997,0.067669173,2.25878247,N,160,399
501050004,2004,L,Below,4,5,Tributary,6,2004,1.249365494,0.5969163,0.5969163,0.191629956,0.127753304,0.015418502,0.013215859,1,0.333333333,0.882352941,0.044052863,0.008810573,0.966960352,5,2,0.037444934,0,0,3,0.00660793,0.186915888,0,0.127753304,2,0.00660793,7.418141593,0.31,0,0.013215859,0,0.004405286,0.224669604,-2.833213344,0.13876652,0.603524229,0.204845815,0.563272099,N,161,454
501050005,2004,L,Below,4,5,Tributary,6,2004,1.956679141,0.312834225,0.147058824,0.312834225,0.021390374,0,0.085561497,0.9375,0.822429907,0.891891892,0.385026738,0.061497326,0.804812834,6,2,0.098930481,0,0,4,0.286096257,0.551724138,0.064,0.026737968,4,0.018716578,5.962566845,0.342096386,0.018716578,0.096256684,0.005347594,0.235294118,0.414438503,-1.472726867,0.304812834,0.205882353,0.395721925,-1.224539082,N,162,374
501050008,2004,L,Below,4,5,Tributary,6,2004,1.759826106,0.305369128,0.068791946,0.228187919,0.011744966,0,0.239932886,0.993006993,0.994535519,0.921052632,0.370805369,0.006711409,0.672818792,5,3,0.063758389,0,0,2,0.30704698,0.619047619,0.062068966,0.013422819,5,0.016778523,5.573825503,0.336338939,0.006711409,0.244966443,0.008389262,0.305369128,0.290268456,-0.198176929,0.323825503,0.145973154,0.469798658,-1.69318727,N,163,596
501060002,2004,L,Below,4,6,Tributary,6,2004,1.802207746,0.397727273,0.005681818,0.244318182,0.068181818,0.014204545,0.400568182,0.992907801,0.666666667,1,0.210227273,0.068181818,0.474431818,5,1,0.005681818,0,0,4,0.204545455,0.4625,0.12244898,0.068181818,6,0.079545455,5.422857143,0.31032,0.03125,0.423295455,0.011363636,0.173295455,0.25,0.482157729,0.244318182,0.065340909,0.661931818,-2.629696887,N,164,352
501070001,2004,L,Below,4,7,Tributary,6,2004,1.804942797,0.385046729,0.001869159,0.272897196,0,0,0.03364486,0.833333333,0.545454545,0.817460317,0.661682243,0.175700935,0.760747664,8,4,0.471028037,1,0.005607477,3,0.185046729,0.708,0.0875,0,6,0.13271028,5.506542056,0.364292379,0.018691589,0.093457944,0.013084112,0.142056075,0.678504673,-2.00148,0.269158879,0.026168224,0.304672897,-3.087790418,N,165,535
501070003,2004,L,Below,4,7,Tributary,6,2004,1.425989089,0.572463768,0.004830918,0.572463768,0,0,0.04589372,1,0.75,0.210084034,0.321256039,0.246376812,0.652173913,6,3,0.287439614,1,0.014492754,2,0.019323671,0.359459459,0.044354839,0.004830918,5,0.287439614,5.101449275,0.340358362,0.043478261,0.256038647,0.02173913,0.014492754,0.654589372,-0.971350509,0.260869565,0.050724638,0.618357488,-2.85263143,N,166,414
501100001,2004,M,Below,5,10,Tributary,6,2004,2.041382429,0.291793313,0.182370821,0.142857143,0,0,0.291793313,1,0.767123288,0.678571429,0.32218845,0.094224924,0.553191489,9,5,0.085106383,1,0.015197568,3,0.221884498,0.692810458,0.265625,0,9,0.136778116,5.477203647,0.324293629,0.030395137,0.32218845,0.039513678,0.209726444,0.209726444,0.256719847,0.255319149,0.227963526,0.440729483,-1.11623389,N,167,329
501100002,2004,M,Below,4,10,Tributary,6,2004,1.976856373,0.301242236,0.02173913,0.301242236,0.080745342,0.00931677,0.192546584,0.983870968,0.886075949,0.961538462,0.326086957,0.031055901,0.708074534,6,2,0.080745342,0,0,4,0.245341615,0.51980198,0.149122807,0.086956522,4,0.040372671,5.738317757,0.331800487,0.02173913,0.198757764,0.031055901,0.236024845,0.378881988,-0.723918839,0.335403727,0.059006211,0.50621118,-2.657679842,N,168,322
501110001,2004,M,Below,6,11,Tributary,6,2004,1.883395612,0.316493314,0.118870728,0.130757801,0.001485884,0.002971768,0.127043091,0.824561404,0.996688742,0.893081761,0.578751857,0.038632987,0.794205052,6,4,0.354383358,0,0,2,0.224368499,0.815706806,0.228070175,0.001485884,7,0.087667162,5.730111524,0.369955915,0.008172363,0.127043091,0.031946508,0.225854383,0.482912333,-1.399366443,0.27191679,0.163447251,0.242199108,-1.145958409,N,169,1346
501110002,2004,M,Below,5,11,Tributary,6,2004,2.088769823,0.330749354,0.105943152,0.330749354,0.005167959,0.167958656,0.118863049,1,0.952380952,0.057142857,0.198966408,0.090439276,0.718346253,10,8,0.090439276,0,0,2,0.108527132,0.375609756,0.140939597,0.010335917,9,0.136950904,5.594315245,0.317628866,0.020671835,0.126614987,0.041343669,0.160206718,0.369509044,-1.177083904,0.136950904,0.175710594,0.457364341,-1.218571604,N,170,387
501110004,2004,M,Below,4,11,Tributary,6,2004,2.241570046,0.282958199,0.006430868,0.282958199,0,0.009646302,0.019292605,1,0.882352941,0.7125,0.572347267,0.24437299,0.627009646,11,4,0.257234727,3,0.151125402,4,0.163987138,0.669172932,0.254237288,0.009646302,10,0.324758842,4.636655949,0.368186969,0.131832797,0.07073955,0.135048232,0.154340836,0.498392283,-2.192161275,0.382636656,0.099678457,0.308681672,-1.936650824,N,171,311
501110010,2004,M,Below,4,11,Tributary,6,2004,2.47703337,0.162162162,0,0.162162162,0,0,0.015015015,0.8,0.764705882,0.489583333,0.66966967,0.411411411,0.42042042,13,4,0.288288288,4,0.228228228,5,0.153153153,0.805054152,0.470588235,0,14,0.462462462,3.930930931,0.367572254,0.171171171,0.06006006,0.12012012,0.261261261,0.387387387,-2.134166441,0.507507508,0.048048048,0.18018018,-2.661133281,N,172,333
501130002,2004,M,Below,3,13,Tributary,6,2004,1.759717669,0.295857988,0.00887574,0.050295858,0.198224852,0,0.171597633,1,0.99009901,0.960526316,0.523668639,0.01183432,0.769230769,4,2,0.224852071,0,0,2,0.298816568,0.912371134,0.392857143,0.198224852,4,0.047337278,5.840236686,0.367089783,0.017751479,0.171597633,0.029585799,0.295857988,0.275147929,-0.574285978,0.5,0.059171598,0.221893491,-2.501435952,N,173,338
501130003,2004,M,Below,3,13,Tributary,6,2004,2.361176581,0.238372093,0,0.238372093,0,0,0.197674419,0.867647059,0.485714286,0.792682927,0.340116279,0.101744186,0.476744186,11,7,0.238372093,0,0,4,0.101744186,0.587939698,0.333333333,0.034883721,12,0.183139535,5.297619048,0.334339152,0.040697674,0.25,0.081395349,0.078488372,0.462209302,-0.776761321,0.180232558,0.188953488,0.424418605,-1.16315081,N,174,344
501130004,2004,M,Below,3,13,Tributary,6,2004,2.533461873,0.167763158,0.026315789,0.105263158,0,0.108552632,0.174342105,0.962264151,0.648648649,0.6,0.430921053,0.164473684,0.506578947,9,4,0.180921053,1,0.006578947,4,0.243421053,0.803680982,0.346938776,0.006578947,11,0.243421053,4.901315789,0.351911263,0.069078947,0.276315789,0.032894737,0.197368421,0.230263158,0.048790164,0.325657895,0.125,0.292763158,-1.598855803,N,175,304
501130014,2004,M,Below,4,13,Tributary,6,2004,2.082152291,0.342857143,0.038095238,0.342857143,0,0.019047619,0.238095238,0.92,0.25,1,0.085714286,0.057142857,0.428571429,5,1,0.00952381,0,0,4,0.076190476,0.2,0.142857143,0.104761905,4,0.095238095,5.571428571,0.30220339,0.028571429,0.276190476,0.038095238,0.019047619,0.419047619,-0.503905181,0.123809524,0.19047619,0.580952381,-1.30833282,N,176,105
501140002,2004,M,Below,3,14,Tributary,6,2004,0.785097906,0.824207493,0.060518732,0.824207493,0,0,0.037463977,0.615384615,1,1,0.04610951,0,0.930835735,2,1,0.008645533,0,0,1,0.037463977,0.052980132,0.033783784,0,0,0,6.017291066,0.31,0.020172911,0.023054755,0,0.057636888,0.832853026,-3.586985146,0.037463977,0.069164265,0.850144092,-2.552045953,N,177,347
501150001,2004,U,Above,5,15,Tributary,6,2004,2.050441179,0.363076923,0.009230769,0.363076923,0,0.233846154,0.110769231,1,0.55,0.310344828,0.243076923,0.153846154,0.695384615,14,7,0.178461538,1,0.003076923,6,0.061538462,0.401015228,0.048387097,0,12,0.132307692,5.507692308,0.312208589,0.018461538,0.126153846,0.009230769,0.067692308,0.507692308,-1.410391913,0.153846154,0.049230769,0.473846154,-2.545531272,N,178,325
501150003,2004,U,Above,5,15,Tributary,6,2004,2.19115628,0.221130221,0.098280098,0.221130221,0,0,0.181818182,1,0.755555556,0.545454545,0.464373464,0.189189189,0.594594595,11,5,0.351351351,1,0.002457002,5,0.110565111,0.677419355,0.081632653,0.002457002,10,0.154791155,5.518427518,0.333818182,0.014742015,0.208845209,0.00982801,0.108108108,0.547911548,-0.982298761,0.201474201,0.16953317,0.41031941,-1.283346392,N,179,407
501150005,2004,U,Above,4,15,Tributary,6,2004,2.474862761,0.274390244,0.067073171,0.109756098,0,0,0.304878049,0.9,0.681818182,0.333333333,0.262195122,0.12804878,0.31097561,7,4,0.12804878,0,0,3,0.134146341,0.704918033,0.142857143,0.024390244,9,0.243902439,5.091463415,0.306273292,0.109756098,0.335365854,0.006097561,0.12804878,0.213414634,0.423814247,0.347560976,0.176829268,0.384146341,-1.420195913,N,180,164
501160001,2004,U,Above,4,16,Tributary,6,2004,1.909934567,0.359090909,0.231818182,0.027272727,0.359090909,0,0.056818182,0.24,0.166666667,1,0.129545455,0.022727273,0.725,5,1,0.102272727,0,0,4,0.027272727,0.826086957,0.855421687,0.384090909,4,0.022727273,6.911161731,0.42412844,0.05,0.031818182,0.004545455,0.15,0.143181818,-1.53532994,0.397727273,0.252272727,0.052272727,-0.578736829,N,181,440
501160004,2004,U,Above,3,16,Tributary,6,2004,2.302780147,0.196335079,0.020942408,0.159685864,0,0,0.219895288,0.892857143,0.918918919,0.901408451,0.285340314,0.028795812,0.437172775,7,4,0.185863874,1,0.002617801,2,0.096858639,0.641176471,0.537878788,0.041884817,8,0.191099476,5.351706037,0.346942149,0.02617801,0.246073298,0.14921466,0.123036649,0.345549738,-0.698452233,0.159685864,0.269633508,0.356020942,-0.648474741,N,182,382
501160006,2004,U,Above,3,16,Tributary,6,2004,2.163493477,0.236245955,0.022653722,0.139158576,0,0,0.245954693,0.960526316,0.852941176,0.57,0.436893204,0.158576052,0.44012945,8,3,0.323624595,1,0.003236246,4,0.110032362,0.758426966,0.434210526,0,10,0.258899676,5.148867314,0.341243243,0.025889968,0.242718447,0.087378641,0.1197411,0.459546926,-0.812410601,0.252427184,0.165048544,0.375404531,-1.336032526,N,183,309
501170001,2004,U,Above,5,17,Tributary,6,2004,2.03632741,0.274873524,0.032040472,0.214165261,0.001686341,0,0.254637437,0.913907285,0.84375,0.758139535,0.445193929,0.124789207,0.568296796,11,6,0.362563238,1,0.028667791,4,0.053962901,0.675191816,0.141891892,0.006745363,12,0.18549747,5.252951096,0.33025974,0.040472175,0.278246206,0.035413153,0.10455312,0.507588533,-0.668606072,0.143338954,0.07925801,0.44688027,-2.007785553,N,184,593
501170003,2004,U,Above,3,17,Tributary,6,2004,1.849285066,0.349056604,0.025157233,0.349056604,0,0.163522013,0.018867925,1,0.625,0.90625,0.36163522,0.056603774,0.842767296,9,3,0.301886792,1,0.009433962,5,0.050314465,0.508849558,0.1328125,0.003144654,7,0.056603774,5.769716088,0.343786408,0,0.047169811,0.022012579,0.078616352,0.625786164,-2.619825968,0.088050314,0.056603774,0.367924528,-2.086361985,N,185,318
501180001,2004,U,Above,6,18,Tributary,6,2004,2.093949875,0.29787234,0.02393617,0.29787234,0,0.015957447,0.066489362,1,0.571428571,0.63583815,0.553191489,0.207446809,0.683510638,11,6,0.460106383,0,0,5,0.093085106,0.65,0.111111111,0.002659574,10,0.191489362,5.279255319,0.354273128,0.002659574,0.093085106,0.002659574,0.138297872,0.646276596,-1.941820164,0.215425532,0.050531915,0.364361702,-2.440056084,N,186,376
501180002,2004,U,Above,6,18,Tributary,6,2004,2.152179775,0.280669145,0.014869888,0.280669145,0.031598513,0,0.135687732,0.98630137,0.670731707,0.852071006,0.473977695,0.104089219,0.697026022,12,6,0.314126394,1,0.007434944,5,0.152416357,0.628078818,0.079268293,0.048327138,13,0.133828996,5.473977695,0.34255814,0.029739777,0.185873606,0.018587361,0.139405204,0.557620818,-1.131402111,0.221189591,0.072490706,0.416356877,-2.174168801,N,187,538
501180003,2004,U,Above,6,18,Tributary,6,2004,2.106959645,0.314341847,0.031434185,0.229862475,0.047151277,0,0.068762279,1,0.837209302,0.824742268,0.554027505,0.098231827,0.764243615,12,6,0.381139489,1,0.003929273,5,0.168958743,0.706766917,0.145985401,0.05697446,10,0.104125737,5.660749507,0.359328358,0.013752456,0.106090373,0.00589391,0.182711198,0.595284872,-1.734601055,0.26719057,0.068762279,0.300589391,-2.111078627,N,188,509
501180006,2004,U,Above,6,18,Tributary,6,2004,1.850972097,0.407202216,0.022160665,0.210526316,0.022160665,0,0.091412742,1,0.79245283,0.816666667,0.648199446,0.12465374,0.778393352,10,6,0.498614958,1,0.002770083,3,0.146814404,0.75483871,0.012987013,0.022160665,8,0.11634349,5.509695291,0.362481572,0.005540166,0.108033241,0,0.177285319,0.637119114,-1.774517663,0.221606648,0.03601108,0.301939058,-2.676797658,N,189,361
501180007,2004,U,Above,6,18,Tributary,6,2004,2.136464858,0.379411765,0.005882353,0.138235294,0.005882353,0,0.082352941,1,0.611940299,0.737142857,0.729411765,0.229411765,0.65,13,6,0.514705882,1,0.017647059,6,0.197058824,0.840677966,0.160714286,0.005882353,11,0.217647059,5.061764706,0.376263736,0.032352941,0.138235294,0,0.2,0.535294118,-1.353859085,0.270588235,0.061764706,0.223529412,-2.079441542,N,190,340
501190001,2004,U,Above,3,19,Tributary,6,2004,1.782993422,0.431309904,0.431309904,0.188498403,0,0.060702875,0.115015974,0.972222222,1,0.4,0.019169329,0.009584665,0.690095847,5,4,0.015974441,0,0,1,0.003194888,0.092307692,0.016666667,0.060702875,4,0.012779553,6.844884488,0.235606061,0.003194888,0.124600639,0.003194888,0.063897764,0.252396166,-0.718464989,0.022364217,0.52715655,0.303514377,0.480972661,N,191,313
501190008,2004,U,Above,4,19,Tributary,6,2004,1.969812851,0.283783784,0.222972973,0.283783784,0.009009009,0.058558559,0.040540541,0.888888889,0.545454545,0.909090909,0.272522523,0.033783784,0.813063063,6,3,0.247747748,0,0,3,0.024774775,0.489878543,0.217391304,0.02027027,3,0.006756757,6.432432432,0.290390144,0.036036036,0.040540541,0.002252252,0.141891892,0.538288288,-2.590267165,0.040540541,0.252252252,0.31981982,-0.356674944,N,192,444
501190009,2004,U,Above,2,19,Tributary,6,2004,1.435051712,0.574358974,0.574358974,0.179487179,0.105982906,0.029059829,0.023931624,1,0.75,0.857142857,0.030769231,0.005128205,0.914529915,5,3,0.023931624,0,0,2,0.006837607,0.146341463,0.173228346,0.121367521,4,0.022222222,7.297435897,0.31,0.018803419,0.039316239,0.017094017,0.006837607,0.203418803,-1.724318188,0.131623932,0.613675214,0.203418803,0.605207729,N,193,585
